CommunityName,Category,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
EASTFIELD,Theft FROM Vehicle,2,,,,,,,,,1,,1
EASTFIELD,Social Disorder,1,2,3,4,,2,4,3,1,1,3,1
EASTFIELD,Physical Disorder,,,1,,,1,,,,1,,2
,,,,,,,,,,,,,
EAU CLAIRE,Assault (Non-domestic),1,,1,1,,1,2,1,,,2,1
EAU CLAIRE,Commercial Robbery,,,,,,,,,,,,
EAU CLAIRE,Street Robbery,,1,,,,,,,,,,
EAU CLAIRE,Violence  'Other' (Non-domestic),,,,,,,,,,,,
EAU CLAIRE,Residential Break & Enter,,1,,1,,,1,,1,,,
EAU CLAIRE,Commercial Break & Enter,,,1,13,1,2,1,6,3,4,2,
EAU CLAIRE,Theft OF Vehicle,,,,,1,,,1,,1,1,
EAU CLAIRE,Theft FROM Vehicle,6,4,,6,,2,6,10,4,8,,2
EAU CLAIRE,Social Disorder,20,29,15,25,23,27,44,35,19,15,23,17
EAU CLAIRE,Physical Disorder,1,2,2,6,1,3,1,3,2,2,1,
,,,,,,,,,,,,,
EDGEMONT,Assault (Non-domestic),,2,1,,,2,1,1,2,,,
EDGEMONT,Commercial Robbery,,1,,,,,,1,,,,
EDGEMONT,Street Robbery,,,,,,1,,1,,,,
EDGEMONT,Violence  'Other' (Non-domestic),,1,,1,,1,,,,,,1
EDGEMONT,Residential Break & Enter,2,3,3,3,5,2,4,2,1,4,5,2
EDGEMONT,Commercial Break & Enter,,,,,1,1,,1,,,,1
EDGEMONT,Theft OF Vehicle,3,2,1,2,,,2,,1,2,1,2
EDGEMONT,Theft FROM Vehicle,,5,5,8,6,10,2,4,8,4,2,4
EDGEMONT,Social Disorder,29,13,25,33,32,38,26,40,31,39,19,16
EDGEMONT,Physical Disorder,,3,2,3,1,1,2,2,1,,3,1
,,,,,,,,,,,,,
ELBOW PARK,Assault (Non-domestic),,,,,,,,,,,,
ELBOW PARK,Commercial Robbery,,,,,,,,,,,,
ELBOW PARK,Street Robbery,,,,,,,,,,,,
ELBOW PARK,Violence  'Other' (Non-domestic),,,,,,,,,1,1,,
ELBOW PARK,Residential Break & Enter,,1,1,5,3,5,,4,2,,1,2
ELBOW PARK,Commercial Break & Enter,,2,1,1,,2,,,,,,
ELBOW PARK,Theft OF Vehicle,2,2,,1,,1,1,1,,,2,
ELBOW PARK,Theft FROM Vehicle,2,2,2,3,4,2,2,3,4,4,1,4
ELBOW PARK,Social Disorder,5,9,9,20,9,29,21,18,14,13,7,6
ELBOW PARK,Physical Disorder,2,1,2,1,3,1,,,1,,,2
,,,,,,,,,,,,,
ELBOYA,Assault (Non-domestic),,,,,1,,2,,1,,1,
ELBOYA,Commercial Robbery,,,,,,,1,,,,,
ELBOYA,Street Robbery,,,,,,,1,,,,,
ELBOYA,Violence  'Other' (Non-domestic),,,,,1,,,1,,,1,
ELBOYA,Residential Break & Enter,,,1,3,2,2,,,2,3,4,1
ELBOYA,Commercial Break & Enter,2,,,,,,,,,,,
ELBOYA,Theft OF Vehicle,1,,1,1,,,2,,,3,,1
ELBOYA,Theft FROM Vehicle,1,2,,,3,1,,4,3,2,3,2
ELBOYA,Social Disorder,5,5,6,11,16,15,19,14,9,10,7,14
ELBOYA,Physical Disorder,,,,2,1,1,3,,,1,,
,,,,,,,,,,,,,
ERIN WOODS,Assault (Non-domestic),,1,1,2,,1,1,1,,,2,1
ERIN WOODS,Commercial Robbery,,,,,1,1,,,,,,
ERIN WOODS,Street Robbery,,,,,,,,1,,,,
ERIN WOODS,Violence  'Other' (Non-domestic),,1,,1,,,1,,1,2,1,
ERIN WOODS,Residential Break & Enter,,1,,,2,1,1,4,3,1,2,3
ERIN WOODS,Commercial Break & Enter,,,2,1,,,2,1,1,,,2
ERIN WOODS,Theft OF Vehicle,2,,2,6,5,2,5,4,3,5,6,6
ERIN WOODS,Theft FROM Vehicle,7,4,4,7,4,5,3,6,17,16,12,15
ERIN WOODS,Social Disorder,21,22,39,19,43,29,43,42,47,34,27,24
ERIN WOODS,Physical Disorder,5,5,2,2,9,11,2,1,1,2,2,2
,,,,,,,,,,,,,
ERLTON,Assault (Non-domestic),1,1,,,,,1,,1,,1,
ERLTON,Commercial Robbery,,,,,,,,,,,,
ERLTON,Street Robbery,,,,,,,,,,,,
ERLTON,Violence  'Other' (Non-domestic),,,,,,,,,1,,,
ERLTON,Residential Break & Enter,,,1,,1,,3,,1,,,
ERLTON,Commercial Break & Enter,2,2,,,3,4,1,,,,,
ERLTON,Theft OF Vehicle,1,,,,,,,,1,,,
ERLTON,Theft FROM Vehicle,,,1,1,2,1,1,1,,4,2,4
ERLTON,Social Disorder,11,9,18,16,8,17,21,17,16,9,16,11
ERLTON,Physical Disorder,,,1,2,4,,2,1,,,,1
,,,,,,,,,,,,,
EVANSTON,Assault (Non-domestic),1,,,,,1,2,,,1,,
EVANSTON,Commercial Robbery,,,,,,,,,,,,
EVANSTON,Street Robbery,,,,,,,,,,,,
EVANSTON,Violence  'Other' (Non-domestic),,,,,,,,,,1,,1
EVANSTON,Residential Break & Enter,,,1,2,2,1,1,5,1,2,8,3
EVANSTON,Commercial Break & Enter,1,,,,,2,,,1,,,1
EVANSTON,Theft OF Vehicle,3,3,2,1,2,2,1,1,,,7,1
EVANSTON,Theft FROM Vehicle,5,3,,,4,5,3,3,3,5,7,7
EVANSTON,Social Disorder,33,32,16,37,31,22,39,29,22,24,28,23
EVANSTON,Physical Disorder,,3,5,2,3,3,3,,,2,3,1
,,,,,,,,,,,,,
EVERGREEN,Assault (Non-domestic),,1,,,,,3,1,,1,,
EVERGREEN,Commercial Robbery,,,,,,,,,,,,
EVERGREEN,Street Robbery,,,,,,,,,,1,,
EVERGREEN,Violence  'Other' (Non-domestic),1,,,,,,1,,1,2,,
EVERGREEN,Residential Break & Enter,,1,3,3,4,8,2,7,3,1,2,
EVERGREEN,Commercial Break & Enter,4,,,,,3,,,,,,1
EVERGREEN,Theft OF Vehicle,1,2,,1,1,,2,,2,2,,2
EVERGREEN,Theft FROM Vehicle,8,3,4,2,6,8,7,7,7,9,11,8
EVERGREEN,Social Disorder,34,32,36,35,32,43,55,44,25,44,24,14
EVERGREEN,Physical Disorder,1,,3,2,6,4,3,3,1,3,3,2
,,,,,,,,,,,,,
FAIRVIEW,Assault (Non-domestic),,1,,1,,,,,,,1,
FAIRVIEW,Commercial Robbery,,,,,,,,,,,,
FAIRVIEW,Street Robbery,,,,,,,,,,,1,
FAIRVIEW,Violence  'Other' (Non-domestic),,,,,1,1,,,,,,
FAIRVIEW,Residential Break & Enter,5,4,2,2,1,1,4,2,2,3,2,2
FAIRVIEW,Commercial Break & Enter,1,5,6,1,1,2,,5,4,1,,
FAIRVIEW,Theft OF Vehicle,1,,2,,,3,2,3,2,1,1,1
FAIRVIEW,Theft FROM Vehicle,2,11,4,1,4,5,5,7,8,5,1,3
FAIRVIEW,Social Disorder,25,19,24,17,26,18,19,32,18,12,13,21
FAIRVIEW,Physical Disorder,,1,2,2,2,,,1,1,2,1,4
,,,,,,,,,,,,,
FAIRVIEW INDUSTRIAL,Assault (Non-domestic),,1,,,,1,1,,,,1,1
FAIRVIEW INDUSTRIAL,Commercial Robbery,,,,,,,,,,,,
FAIRVIEW INDUSTRIAL,Street Robbery,,,,,,,,,,,,1
FAIRVIEW INDUSTRIAL,Violence  'Other' (Non-domestic),,,,,,,,,,,,
FAIRVIEW INDUSTRIAL,Residential Break & Enter,,,,,,,,,,,,
FAIRVIEW INDUSTRIAL,Commercial Break & Enter,3,,3,,1,,,,1,,,6
FAIRVIEW INDUSTRIAL,Theft OF Vehicle,,,2,,1,,,,1,1,,1
FAIRVIEW INDUSTRIAL,Theft FROM Vehicle,,,2,,,2,2,2,1,4,2,3
FAIRVIEW INDUSTRIAL,Social Disorder,12,18,11,9,14,15,14,15,14,14,13,11
FAIRVIEW INDUSTRIAL,Physical Disorder,1,,,2,2,1,2,1,1,2,1,1
,,,,,,,,,,,,,
FALCONRIDGE,Assault (Non-domestic),3,4,7,7,3,3,4,1,3,6,4,5
FALCONRIDGE,Commercial Robbery,1,,2,1,1,,,,1,,,
FALCONRIDGE,Street Robbery,,2,1,1,,1,,,2,1,,
FALCONRIDGE,Violence  'Other' (Non-domestic),3,1,,,2,3,3,2,2,1,2,2
FALCONRIDGE,Residential Break & Enter,5,3,2,1,5,6,5,7,,3,6,8
FALCONRIDGE,Commercial Break & Enter,,1,2,1,1,,,1,1,,1,1
FALCONRIDGE,Theft OF Vehicle,3,8,7,1,7,4,7,6,5,5,7,11
FALCONRIDGE,Theft FROM Vehicle,8,9,8,7,1,9,10,12,9,13,13,12
FALCONRIDGE,Social Disorder,99,96,90,83,88,82,104,133,72,115,93,90
FALCONRIDGE,Physical Disorder,6,2,3,3,5,12,11,8,10,11,12,4
,,,,,,,,,,,,,
FISH CREEK PARK,Assault (Non-domestic),,,,,,,,2,,,,
FISH CREEK PARK,Commercial Robbery,,1,,,,,,,,,,
FISH CREEK PARK,Street Robbery,,,,,,,,,,,,
FISH CREEK PARK,Violence  'Other' (Non-domestic),,,,,,,,,,,,
FISH CREEK PARK,Residential Break & Enter,,,,,,,,,,,1,
FISH CREEK PARK,Commercial Break & Enter,,,,,,,,,,,,
FISH CREEK PARK,Theft OF Vehicle,,,,,,,,,,,,
FISH CREEK PARK,Theft FROM Vehicle,,,,1,1,3,2,,2,,4,1
FISH CREEK PARK,Social Disorder,,,7,4,2,13,13,6,3,4,6,1
FISH CREEK PARK,Physical Disorder,,,1,2,1,5,1,1,2,,3,1
,,,,,,,,,,,,,
FOOTHILLS,Assault (Non-domestic),1,1,1,1,1,,1,1,1,1,5,2
FOOTHILLS,Commercial Robbery,,,,,,,,,,,,
FOOTHILLS,Street Robbery,,,,,,,,,,,,
FOOTHILLS,Violence  'Other' (Non-domestic),,1,,1,,,2,,1,,1,
FOOTHILLS,Residential Break & Enter,,,2,,,,,,1,,,
FOOTHILLS,Commercial Break & Enter,13,12,13,1,9,12,10,10,9,4,7,4
FOOTHILLS,Theft OF Vehicle,7,4,3,6,6,4,3,7,7,9,3,8
FOOTHILLS,Theft FROM Vehicle,12,13,9,6,6,4,11,2,7,4,2,7
FOOTHILLS,Social Disorder,25,22,31,23,23,19,27,21,16,13,29,22
FOOTHILLS,Physical Disorder,1,4,6,7,4,2,5,1,4,2,5,3
,,,,,,,,,,,,,
FOREST HEIGHTS,Assault (Non-domestic),4,4,1,,1,2,3,1,2,2,2,2
FOREST HEIGHTS,Commercial Robbery,,,1,1,,,,,,,,
FOREST HEIGHTS,Street Robbery,,,2,,,1,1,,1,,,
FOREST HEIGHTS,Violence  'Other' (Non-domestic),,1,1,1,2,,3,,,,2,1
FOREST HEIGHTS,Residential Break & Enter,1,,1,4,2,2,2,3,9,3,5,1
FOREST HEIGHTS,Commercial Break & Enter,,,1,,,,1,2,1,,3,2
FOREST HEIGHTS,Theft OF Vehicle,1,,3,5,3,8,2,6,7,2,4,4
FOREST HEIGHTS,Theft FROM Vehicle,4,3,2,5,10,6,13,8,12,6,7,3
FOREST HEIGHTS,Social Disorder,32,46,47,63,77,67,85,56,56,48,34,27
FOREST HEIGHTS,Physical Disorder,4,5,5,3,5,3,4,5,4,9,2,6
,,,,,,,,,,,,,
FOREST LAWN,Assault (Non-domestic),9,3,7,10,7,8,3,10,3,9,1,2
FOREST LAWN,Commercial Robbery,1,,,,1,1,,3,1,,,
FOREST LAWN,Street Robbery,1,1,2,,1,1,1,1,1,2,1,1
FOREST LAWN,Violence  'Other' (Non-domestic),4,1,,3,1,2,3,,2,1,1,2
FOREST LAWN,Residential Break & Enter,2,4,9,6,3,12,5,4,6,2,6,4
FOREST LAWN,Commercial Break & Enter,,2,2,2,3,4,1,,1,1,,2
FOREST LAWN,Theft OF Vehicle,6,5,3,6,6,16,7,8,5,6,13,10
FOREST LAWN,Theft FROM Vehicle,9,6,5,5,15,7,7,7,4,10,9,8
FOREST LAWN,Social Disorder,109,144,168,170,200,232,230,206,245,170,205,155
FOREST LAWN,Physical Disorder,81,13,7,5,8,13,18,11,9,24,9,11
,,,,,,,,,,,,,
FOREST LAWN INDUSTRIAL,Assault (Non-domestic),1,1,,1,4,1,2,1,1,5,1,1
FOREST LAWN INDUSTRIAL,Commercial Robbery,,,,,1,,1,1,1,,,
FOREST LAWN INDUSTRIAL,Street Robbery,,,,,,1,,1,,,,
FOREST LAWN INDUSTRIAL,Violence  'Other' (Non-domestic),,,,,,,,,,,,1
FOREST LAWN INDUSTRIAL,Residential Break & Enter,,,,1,,,,,,,,
FOREST LAWN INDUSTRIAL,Commercial Break & Enter,6,3,1,2,2,2,,1,5,,2,4
FOREST LAWN INDUSTRIAL,Theft OF Vehicle,1,2,2,,1,3,3,1,5,2,2,3
FOREST LAWN INDUSTRIAL,Theft FROM Vehicle,3,3,2,2,,1,,,2,2,2,1
FOREST LAWN INDUSTRIAL,Social Disorder,23,18,18,27,20,26,22,17,21,29,18,21
FOREST LAWN INDUSTRIAL,Physical Disorder,2,5,1,2,7,3,3,1,3,2,3,1
,,,,,,,,,,,,,
FRANKLIN,Assault (Non-domestic),1,1,,1,1,3,1,3,1,1,3,2
FRANKLIN,Commercial Robbery,,1,,,,,,,,,,
FRANKLIN,Street Robbery,,,,,,,,,,2,1,
FRANKLIN,Violence  'Other' (Non-domestic),1,1,1,1,,,1,2,,,2,
FRANKLIN,Residential Break & Enter,,,,,,,,,,,1,
FRANKLIN,Commercial Break & Enter,,2,1,2,1,6,9,2,2,3,2,1
FRANKLIN,Theft OF Vehicle,2,2,5,3,4,2,2,4,2,1,1,2
FRANKLIN,Theft FROM Vehicle,11,6,9,6,4,5,1,3,1,13,8,5
FRANKLIN,Social Disorder,51,49,53,62,54,44,36,44,54,45,48,59
FRANKLIN,Physical Disorder,1,2,6,5,5,3,2,3,1,,1,3
,,,,,,,,,,,,,
GLAMORGAN,Assault (Non-domestic),,1,1,1,1,,1,,1,,1,
GLAMORGAN,Commercial Robbery,,,2,1,,,,,,,,
GLAMORGAN,Street Robbery,,1,,,,,,,,,1,2
GLAMORGAN,Violence  'Other' (Non-domestic),,1,,1,,,,1,,1,1,1
GLAMORGAN,Residential Break & Enter,,2,1,2,1,2,2,3,3,,4,2
GLAMORGAN,Commercial Break & Enter,,2,1,2,1,,1,,,,1,1
GLAMORGAN,Theft OF Vehicle,,,1,5,5,2,2,,,2,7,1
GLAMORGAN,Theft FROM Vehicle,7,4,5,8,7,7,5,3,4,6,4,1
GLAMORGAN,Social Disorder,22,30,41,35,40,31,30,35,25,30,39,24
GLAMORGAN,Physical Disorder,2,,2,2,,,1,,3,3,3,
,,,,,,,,,,,,,
GLENBROOK,Assault (Non-domestic),,,1,,1,,,,,1,4,
GLENBROOK,Commercial Robbery,,,,,,,,,,,,
GLENBROOK,Street Robbery,,,,,,,,,,,,2
GLENBROOK,Violence  'Other' (Non-domestic),1,1,1,1,,,,1,,,,1
GLENBROOK,Residential Break & Enter,3,,1,,5,1,,2,1,2,1,2
GLENBROOK,Commercial Break & Enter,1,,1,1,3,,,1,1,,,
GLENBROOK,Theft OF Vehicle,3,2,4,4,4,3,,2,,3,3,2
GLENBROOK,Theft FROM Vehicle,3,8,11,2,6,7,5,13,4,10,5,5
GLENBROOK,Social Disorder,26,33,24,31,26,29,32,33,34,21,21,16
GLENBROOK,Physical Disorder,4,1,3,1,8,,2,2,,2,2,2
,,,,,,,,,,,,,
GLENDALE,Assault (Non-domestic),,1,,,,,1,,,,1,
GLENDALE,Commercial Robbery,1,,,,,,1,,,,,
GLENDALE,Street Robbery,,,,,,,,,,,,
GLENDALE,Violence  'Other' (Non-domestic),,,,,,,,,,,,
GLENDALE,Residential Break & Enter,1,,2,,2,2,1,1,1,2,2,
GLENDALE,Commercial Break & Enter,1,,,,1,,2,,,,,
GLENDALE,Theft OF Vehicle,1,1,1,1,1,,2,,,,1,
GLENDALE,Theft FROM Vehicle,3,2,1,1,,1,5,1,1,1,,1
GLENDALE,Social Disorder,24,26,20,27,15,31,27,27,26,19,25,21
GLENDALE,Physical Disorder,1,1,,,,3,,,,,1,
,,,,,,,,,,,,,
GLENDEER BUSINESS PARK,Assault (Non-domestic),,1,,,,,,,,,,
GLENDEER BUSINESS PARK,Commercial Robbery,,,,,,,,,,,,
GLENDEER BUSINESS PARK,Street Robbery,,,,,,,,,,,,
GLENDEER BUSINESS PARK,Violence  'Other' (Non-domestic),,,,,,1,,,,,,
GLENDEER BUSINESS PARK,Residential Break & Enter,,,,,,,,,,,,
GLENDEER BUSINESS PARK,Commercial Break & Enter,1,,,,,,,,1,,,1
GLENDEER BUSINESS PARK,Theft OF Vehicle,,,,,,,,,,,,
GLENDEER BUSINESS PARK,Theft FROM Vehicle,,,,,,,1,,1,1,1,
GLENDEER BUSINESS PARK,Social Disorder,5,4,1,6,5,3,5,3,3,,,1
GLENDEER BUSINESS PARK,Physical Disorder,,,,2,,,,,,,,1
,,,,,,,,,,,,,
GLENMORE PARK,Assault (Non-domestic),,,1,,,,,,,,,
GLENMORE PARK,Commercial Robbery,,,,,,,,,,,,
GLENMORE PARK,Street Robbery,,,,,,,,,,,,
GLENMORE PARK,Violence  'Other' (Non-domestic),,,,,,,,,,,,
GLENMORE PARK,Residential Break & Enter,,,,,,,,,,,,
GLENMORE PARK,Commercial Break & Enter,,,,,,,,,,,,
GLENMORE PARK,Theft OF Vehicle,,,,,,,,,,,,
GLENMORE PARK,Theft FROM Vehicle,1,,3,2,,2,2,1,1,,,3
GLENMORE PARK,Social Disorder,1,1,6,7,7,6,9,13,7,6,6,4
GLENMORE PARK,Physical Disorder,1,1,1,2,1,,,,1,,,
,,,,,,,,,,,,,
GOLDEN TRIANGLE,Assault (Non-domestic),,,,,,,1,,,,,
GOLDEN TRIANGLE,Commercial Robbery,,,,,,,,,,,,
GOLDEN TRIANGLE,Street Robbery,,,,,,,,,,,,
GOLDEN TRIANGLE,Violence  'Other' (Non-domestic),,,,,,,,,,,,
GOLDEN TRIANGLE,Residential Break & Enter,,,,,,,,1,,,,
GOLDEN TRIANGLE,Commercial Break & Enter,7,2,1,2,1,3,1,1,3,2,2,
GOLDEN TRIANGLE,Theft OF Vehicle,,1,1,,1,,2,1,2,,,1
GOLDEN TRIANGLE,Theft FROM Vehicle,,,1,1,,1,,,1,1,,
GOLDEN TRIANGLE,Social Disorder,1,4,2,1,5,3,1,1,1,,1,
GOLDEN TRIANGLE,Physical Disorder,,,,,,1,,,,,,2
,,,,,,,,,,,,,
GREAT PLAINS,Assault (Non-domestic),,1,,,,,,,,,,
GREAT PLAINS,Commercial Robbery,,,,,,,,,,,,
GREAT PLAINS,Street Robbery,,,1,,,,,,,,,
GREAT PLAINS,Violence  'Other' (Non-domestic),,,,,,,,,,,,
GREAT PLAINS,Residential Break & Enter,,,,,,,,,,,,
GREAT PLAINS,Commercial Break & Enter,4,3,3,1,1,5,,3,,1,2,
GREAT PLAINS,Theft OF Vehicle,1,,,,1,3,,,,1,,
GREAT PLAINS,Theft FROM Vehicle,1,1,1,,,,2,1,1,,,1
GREAT PLAINS,Social Disorder,5,4,2,4,8,3,7,6,7,3,8,4
GREAT PLAINS,Physical Disorder,,,2,2,,,,,1,1,,1
,,,,,,,,,,,,,
GREENVIEW,Assault (Non-domestic),,,,,,,,,,1,,2
GREENVIEW,Commercial Robbery,,,,,,,,,,,,
GREENVIEW,Street Robbery,,,,,,,,,,,,
GREENVIEW,Violence  'Other' (Non-domestic),,,,,,,,1,,,,
GREENVIEW,Residential Break & Enter,,1,1,2,,1,,,,,2,
GREENVIEW,Commercial Break & Enter,,,,,1,1,,1,,,,1
GREENVIEW,Theft OF Vehicle,,,,1,,,,,1,1,1,
GREENVIEW,Theft FROM Vehicle,4,2,1,,,,,1,2,2,,4
GREENVIEW,Social Disorder,11,21,12,31,19,33,26,24,17,16,19,18
GREENVIEW,Physical Disorder,2,,,2,,1,1,1,1,3,4,1
,,,,,,,,,,,,,
GREENVIEW INDUSTRIAL PARK,Assault (Non-domestic),,,,,,,1,,1,1,,1
GREENVIEW INDUSTRIAL PARK,Commercial Robbery,,,,,,,,,,,,
GREENVIEW INDUSTRIAL PARK,Street Robbery,,,,,,,,,,1,,
GREENVIEW INDUSTRIAL PARK,Violence  'Other' (Non-domestic),1,1,,,,,,,,1,1,
GREENVIEW INDUSTRIAL PARK,Residential Break & Enter,,,1,,,,,,,,,
GREENVIEW INDUSTRIAL PARK,Commercial Break & Enter,3,2,6,,1,3,3,6,3,2,,7
GREENVIEW INDUSTRIAL PARK,Theft OF Vehicle,4,4,,1,1,1,2,,1,1,1,3
GREENVIEW INDUSTRIAL PARK,Theft FROM Vehicle,2,2,3,1,2,1,2,3,5,1,1,3
GREENVIEW INDUSTRIAL PARK,Social Disorder,15,13,9,11,13,8,9,11,12,10,8,11
GREENVIEW INDUSTRIAL PARK,Physical Disorder,1,2,1,,2,2,3,6,1,3,1,3
,,,,,,,,,,,,,
GREENWOOD/GREENBRIAR,Assault (Non-domestic),,,,,1,1,,,,1,,
GREENWOOD/GREENBRIAR,Commercial Robbery,,,,,,,,,,,,
GREENWOOD/GREENBRIAR,Street Robbery,,,,,,,,,,,,
GREENWOOD/GREENBRIAR,Violence  'Other' (Non-domestic),,,,,,,,,,,,
GREENWOOD/GREENBRIAR,Residential Break & Enter,1,1,,,,,1,,,,,
GREENWOOD/GREENBRIAR,Commercial Break & Enter,,,,,,,,,,,,
GREENWOOD/GREENBRIAR,Theft OF Vehicle,,,,,,,,,,,,
GREENWOOD/GREENBRIAR,Theft FROM Vehicle,,,,,1,,,,,,1,
GREENWOOD/GREENBRIAR,Social Disorder,4,1,1,3,3,6,5,7,9,3,6,
GREENWOOD/GREENBRIAR,Physical Disorder,,,,,,,1,,,1,1,
,,,,,,,,,,,,,
HAMPTONS,Assault (Non-domestic),,1,,,,,,,1,,,
HAMPTONS,Commercial Robbery,,,,,,,,,,,,
HAMPTONS,Street Robbery,,,,,,,,,,,,
HAMPTONS,Violence  'Other' (Non-domestic),1,,,,,,,,,,,
HAMPTONS,Residential Break & Enter,4,6,1,2,1,2,2,,2,4,4,3
HAMPTONS,Commercial Break & Enter,,,,,,,,,,,,
HAMPTONS,Theft OF Vehicle,1,1,1,1,,1,,,1,,,
HAMPTONS,Theft FROM Vehicle,,2,,1,3,1,1,,1,4,2,3
HAMPTONS,Social Disorder,11,9,9,3,4,3,11,9,11,11,7,10
HAMPTONS,Physical Disorder,1,,1,,,,1,1,3,1,1,1
,,,,,,,,,,,,,
HARVEST HILLS,Assault (Non-domestic),,,1,,,,1,,,1,,
HARVEST HILLS,Commercial Robbery,,,,,,,,,,,,
HARVEST HILLS,Street Robbery,,1,,,1,,,,,,,
HARVEST HILLS,Violence  'Other' (Non-domestic),,,1,1,,,,,,,,
HARVEST HILLS,Residential Break & Enter,1,,,2,3,2,1,3,1,2,,2
HARVEST HILLS,Commercial Break & Enter,,1,,,1,1,1,1,1,,,
HARVEST HILLS,Theft OF Vehicle,3,1,1,,3,1,2,2,2,2,,3
HARVEST HILLS,Theft FROM Vehicle,2,1,2,2,7,5,8,5,5,5,4,2
HARVEST HILLS,Social Disorder,11,13,21,24,16,25,17,20,20,19,22,10
HARVEST HILLS,Physical Disorder,,1,1,,1,2,3,1,1,4,,
,,,,,,,,,,,,,
HAWKWOOD,Assault (Non-domestic),,,2,,,,,1,1,,,
HAWKWOOD,Commercial Robbery,,,,,,,,,,,,
HAWKWOOD,Street Robbery,,,,,,,,,,,,
HAWKWOOD,Violence  'Other' (Non-domestic),,,,1,,,,,1,1,,
HAWKWOOD,Residential Break & Enter,1,1,,3,3,5,4,1,2,2,1,3
HAWKWOOD,Commercial Break & Enter,,,,1,,,,,,,1,
HAWKWOOD,Theft OF Vehicle,1,1,,,,,,2,,,2,2
HAWKWOOD,Theft FROM Vehicle,2,8,2,5,2,4,5,2,1,2,2,8
HAWKWOOD,Social Disorder,12,7,8,23,17,15,17,12,13,15,13,12
HAWKWOOD,Physical Disorder,2,1,3,2,1,3,2,1,,2,2,2
,,,,,,,,,,,,,
HAYSBORO,Assault (Non-domestic),,,3,2,2,2,1,1,1,1,2,2
HAYSBORO,Commercial Robbery,1,,1,,,1,,,,1,,
HAYSBORO,Street Robbery,,,,,,,,,,,,
HAYSBORO,Violence  'Other' (Non-domestic),1,,2,2,1,1,1,,,,2,2
HAYSBORO,Residential Break & Enter,2,3,5,2,,1,2,,1,2,3,
HAYSBORO,Commercial Break & Enter,1,3,,3,3,3,1,1,2,2,3,4
HAYSBORO,Theft OF Vehicle,2,3,1,2,,1,2,4,2,6,2,
HAYSBORO,Theft FROM Vehicle,11,8,7,3,3,3,4,5,5,9,6,6
HAYSBORO,Social Disorder,66,59,70,46,55,44,96,62,44,61,57,40
HAYSBORO,Physical Disorder,3,3,2,5,6,3,4,,,1,2,4
,,,,,,,,,,,,,
HIDDEN VALLEY,Assault (Non-domestic),1,,2,,,1,,1,1,,1,
HIDDEN VALLEY,Commercial Robbery,1,,,,,,,,,,,
HIDDEN VALLEY,Street Robbery,,,,,,,,,,,,
HIDDEN VALLEY,Violence  'Other' (Non-domestic),,,,1,,,,,,2,,1
HIDDEN VALLEY,Residential Break & Enter,8,7,1,3,4,9,3,,3,1,5,
HIDDEN VALLEY,Commercial Break & Enter,,,,,1,,,,1,,,
HIDDEN VALLEY,Theft OF Vehicle,3,2,2,,3,1,,1,1,2,3,3
HIDDEN VALLEY,Theft FROM Vehicle,7,2,4,1,3,3,1,5,4,3,4,8
HIDDEN VALLEY,Social Disorder,21,22,21,26,14,22,28,34,19,17,22,14
HIDDEN VALLEY,Physical Disorder,2,2,1,1,3,,5,2,1,1,,2
,,,,,,,,,,,,,
HIGHFIELD,Assault (Non-domestic),,2,,,,,,1,1,,,
HIGHFIELD,Commercial Robbery,1,1,,,,,,,,,,
HIGHFIELD,Street Robbery,,,,1,,,1,,,,,
HIGHFIELD,Violence  'Other' (Non-domestic),,,,,1,,,,,1,,
HIGHFIELD,Residential Break & Enter,,,,1,,,,1,,,,
HIGHFIELD,Commercial Break & Enter,3,1,1,12,8,8,2,4,6,6,1,3
HIGHFIELD,Theft OF Vehicle,,1,1,4,4,4,2,2,,5,3,2
HIGHFIELD,Theft FROM Vehicle,1,7,6,2,4,4,3,4,4,4,,
HIGHFIELD,Social Disorder,7,3,10,12,10,7,7,12,7,14,13,9
HIGHFIELD,Physical Disorder,,3,,2,,1,,2,1,1,,
,,,,,,,,,,,,,
HIGHLAND PARK,Assault (Non-domestic),1,2,1,3,,1,1,,,1,1,1
HIGHLAND PARK,Commercial Robbery,,,,,,,,1,,,1,
HIGHLAND PARK,Street Robbery,,,,,,1,,,,,,
HIGHLAND PARK,Violence  'Other' (Non-domestic),,,,1,,,1,,,,,
HIGHLAND PARK,Residential Break & Enter,1,1,3,2,4,2,1,3,2,1,3,1
HIGHLAND PARK,Commercial Break & Enter,7,5,1,1,2,1,2,3,2,1,1,1
HIGHLAND PARK,Theft OF Vehicle,3,1,5,6,3,1,4,4,3,4,1,3
HIGHLAND PARK,Theft FROM Vehicle,7,8,8,9,5,2,1,4,4,6,6,1
HIGHLAND PARK,Social Disorder,25,20,25,39,35,35,44,41,29,25,22,15
HIGHLAND PARK,Physical Disorder,3,1,3,2,1,3,1,1,,3,,1
,,,,,,,,,,,,,
HIGHWOOD,Assault (Non-domestic),,,,,1,,,,,,,
HIGHWOOD,Commercial Robbery,,1,,,,,,,,,,
HIGHWOOD,Street Robbery,,,,,,,,,,,,
HIGHWOOD,Violence  'Other' (Non-domestic),,1,,,,,,,1,,,
HIGHWOOD,Residential Break & Enter,,,1,2,1,2,,2,1,,2,5
